Time      Mean      STD       
0.000     10000.000 0.000     
0.000     10000.000 0.023     
0.000     9999.999  0.045     
0.000     9999.998  0.068     
0.000     9999.996  0.091     
0.000     9999.994  0.113     
0.000     9999.991  0.136     
0.000     9999.987  0.159     
0.000     9999.984  0.182     
0.001     9999.979  0.205     
0.001     9999.974  0.228     
0.001     9999.969  0.251     
0.001     9999.963  0.274     
0.001     9999.957  0.298     
0.001     9999.950  0.321     
0.001     9999.942  0.345     
0.001     9999.934  0.368     
0.001     9999.926  0.392     
0.001     9999.917  0.416     
0.001     9999.907  0.441     
0.001     9999.897  0.465     
0.001     9999.887  0.490     
0.001     9999.875  0.514     
0.001     9999.864  0.539     
0.001     9999.852  0.565     
0.002     9999.839  0.590     
0.002     9999.826  0.616     
0.002     9999.812  0.642     
0.002     9999.797  0.668     
0.002     9999.783  0.694     
0.002     9999.767  0.721     
0.002     9999.751  0.748     
0.002     9999.735  0.775     
0.002     9999.717  0.803     
0.002     9999.700  0.831     
0.002     9999.682  0.859     
0.002     9999.663  0.888     
0.002     9999.644  0.916     
0.002     9999.624  0.946     
0.002     9999.603  0.975     
0.002     9999.582  1.005     
0.002     9999.561  1.035     
0.003     9999.538  1.066     
0.003     9999.516  1.097     
0.003     9999.492  1.128     
0.003     9999.468  1.160     
0.003     9999.444  1.192     
0.003     9999.419  1.225     
0.003     9999.393  1.258     
0.003     9999.366  1.292     
0.003     9999.339  1.326     
0.003     9999.312  1.360     
0.003     9999.284  1.395     
0.003     9999.255  1.430     
0.003     9999.225  1.466     
0.003     9999.195  1.502     
0.003     9999.165  1.539     
0.003     9999.133  1.576     
0.003     9999.101  1.614     
0.004     9999.069  1.652     
0.004     9999.035  1.691     
0.004     9999.001  1.730     
0.004     9998.967  1.770     
0.004     9998.931  1.811     
0.004     9998.895  1.852     
0.004     9998.859  1.893     
0.004     9998.821  1.935     
0.004     9998.783  1.978     
0.004     9998.744  2.021     
0.004     9998.705  2.065     
0.004     9998.665  2.110     
0.004     9998.624  2.155     
0.004     9998.582  2.201     
0.004     9998.540  2.247     
0.004     9998.497  2.294     
0.004     9998.453  2.342     
0.005     9998.408  2.391     
0.005     9998.363  2.440     
0.005     9998.317  2.489     
0.005     9998.270  2.540     
0.005     9998.222  2.591     
0.005     9998.174  2.643     
0.005     9998.124  2.695     
0.005     9998.074  2.749     
0.005     9998.023  2.803     
0.005     9997.972  2.858     
0.005     9997.919  2.913     
0.005     9997.866  2.970     
0.005     9997.811  3.027     
0.005     9997.756  3.085     
0.005     9997.700  3.143     
0.005     9997.644  3.203     
0.006     9997.586  3.263     
0.006     9997.527  3.324     
0.006     9997.468  3.386     
0.006     9997.408  3.449     
0.006     9997.346  3.513     
0.006     9997.284  3.578     
0.006     9997.221  3.643     
0.006     9997.157  3.709     
0.006     9997.092  3.777     
0.006     9997.026  3.845     
0.006     9996.959  3.914     
0.006     9996.891  3.984     
0.006     9996.822  4.055     
0.006     9996.752  4.127     
0.006     9996.681  4.200     
0.006     9996.609  4.274     
0.006     9996.536  4.349     
0.007     9996.462  4.425     
0.007     9996.386  4.502     
0.007     9996.310  4.580     
0.007     9996.233  4.659     
0.007     9996.154  4.739     
0.007     9996.075  4.820     
0.007     9995.994  4.902     
0.007     9995.912  4.986     
0.007     9995.829  5.070     
0.007     9995.745  5.156     
0.007     9995.660  5.243     
0.007     9995.573  5.331     
0.007     9995.486  5.420     
0.007     9995.397  5.510     
0.007     9995.307  5.601     
0.007     9995.215  5.694     
0.007     9995.123  5.788     
0.008     9995.029  5.883     
0.008     9994.934  5.980     
0.008     9994.837  6.077     
0.008     9994.739  6.176     
0.008     9994.640  6.277     
0.008     9994.540  6.378     
0.008     9994.438  6.481     
0.008     9994.335  6.585     
0.008     9994.230  6.691     
0.008     9994.124  6.798     
0.008     9994.017  6.907     
0.008     9993.908  7.016     
0.008     9993.797  7.128     
0.008     9993.685  7.240     
0.008     9993.572  7.355     
0.008     9993.457  7.470     
0.009     9993.341  7.588     
0.009     9993.223  7.706     
0.009     9993.103  7.827     
0.009     9992.982  7.948     
0.009     9992.860  8.072     
0.009     9992.735  8.197     
0.009     9992.610  8.323     
0.009     9992.482  8.452     
0.009     9992.353  8.582     
0.009     9992.222  8.713     
0.009     9992.089  8.847     
0.009     9991.954  8.982     
0.009     9991.818  9.119     
0.009     9991.680  9.257     
0.009     9991.540  9.397     
0.009     9991.399  9.540     
0.009     9991.255  9.684     
0.010     9991.110  9.829     
0.010     9990.963  9.977     
0.010     9990.813  10.127    
0.010     9990.662  10.278    
0.010     9990.509  10.432    
0.010     9990.354  10.587    
0.010     9990.197  10.745    
0.010     9990.038  10.904    
0.010     9989.877  11.065    
0.010     9989.714  11.229    
0.010     9989.548  11.395    
0.010     9989.381  11.562    
0.010     9989.211  11.732    
0.010     9989.039  11.904    
0.010     9988.865  12.079    
0.010     9988.689  12.255    
0.010     9988.510  12.434    
0.011     9988.329  12.615    
0.011     9988.146  12.798    
0.011     9987.961  12.984    
0.011     9987.773  13.172    
0.011     9987.582  13.362    
0.011     9987.389  13.555    
0.011     9987.194  13.750    
0.011     9986.996  13.948    
0.011     9986.796  14.148    
0.011     9986.593  14.351    
0.011     9986.388  14.556    
0.011     9986.180  14.764    
0.011     9985.969  14.975    
0.011     9985.755  15.188    
0.011     9985.539  15.404    
0.011     9985.320  15.623    
0.012     9985.099  15.844    
0.012     9984.874  16.068    
0.012     9984.647  16.295    
0.012     9984.416  16.525    
0.012     9984.183  16.758    
0.012     9983.947  16.994    
0.012     9983.708  17.233    
0.012     9983.465  17.474    
0.012     9983.220  17.719    
0.012     9982.972  17.967    
0.012     9982.720  18.218    
0.012     9982.465  18.472    
0.012     9982.207  18.730    
0.012     9981.946  18.990    
0.012     9981.681  19.254    
0.012     9981.414  19.522    
0.012     9981.142  19.792    
0.013     9980.867  20.066    
0.013     9980.589  20.344    
0.013     9980.307  20.625    
0.013     9980.022  20.909    
0.013     9979.733  21.197    
0.013     9979.440  21.489    
0.013     9979.144  21.784    
0.013     9978.844  22.083    
0.013     9978.540  22.386    
0.013     9978.233  22.692    
0.013     9977.921  23.003    
0.013     9977.606  23.317    
0.013     9977.286  23.635    
0.013     9976.963  23.957    
0.013     9976.635  24.284    
0.013     9976.303  24.614    
0.013     9975.967  24.948    
0.014     9975.627  25.287    
0.014     9975.283  25.630    
0.014     9974.934  25.977    
0.014     9974.581  26.328    
0.014     9974.223  26.684    
0.014     9973.861  27.045    
0.014     9973.495  27.409    
0.014     9973.123  27.779    
0.014     9972.748  28.153    
0.014     9972.367  28.531    
0.014     9971.981  28.915    
0.014     9971.591  29.303    
0.014     9971.196  29.696    
0.014     9970.796  30.094    
0.014     9970.391  30.497    
0.014     9969.980  30.904    
0.015     9969.565  31.317    
0.015     9969.144  31.735    
0.015     9968.719  32.159    
0.015     9968.287  32.587    
0.015     9967.851  33.021    
0.015     9967.409  33.460    
0.015     9966.961  33.905    
0.015     9966.508  34.355    
0.015     9966.049  34.811    
0.015     9965.584  35.273    
0.015     9965.113  35.740    
0.015     9964.637  36.213    
0.015     9964.155  36.692    
0.015     9963.666  37.177    
0.015     9963.172  37.668    
0.015     9962.671  38.165    
0.015     9962.164  38.668    
0.016     9961.650  39.177    
0.016     9961.131  39.693    
0.016     9960.604  40.215    
0.016     9960.072  40.743    
0.016     9959.532  41.278    
0.016     9958.986  41.820    
0.016     9958.433  42.368    
0.016     9957.873  42.923    
0.016     9957.306  43.485    
0.016     9956.732  44.054    
0.016     9956.151  44.630    
0.016     9955.562  45.213    
0.016     9954.966  45.804    
0.016     9954.363  46.401    
0.016     9953.752  47.006    
0.016     9953.134  47.619    
0.017     9952.508  48.239    
0.017     9951.874  48.866    
0.017     9951.232  49.502    
0.017     9950.582  50.145    
0.017     9949.924  50.796    
0.017     9949.258  51.455    
0.017     9948.583  52.122    
0.017     9947.901  52.798    
0.017     9947.209  53.481    
0.017     9946.509  54.173    
0.017     9945.801  54.874    
0.017     9945.083  55.583    
0.017     9944.357  56.301    
0.017     9943.621  57.028    
0.017     9942.877  57.764    
0.017     9942.123  58.509    
0.017     9941.360  59.262    
0.018     9940.587  60.025    
