Time      Mean      STD       
0.000     9999.999  4.897     
0.001     9999.927  4.912     
0.002     9999.710  4.964     
0.003     9999.338  5.073     
0.004     9998.795  5.276     
0.005     9998.056  5.624     
0.006     9997.090  6.184     
0.007     9995.856  7.029     
0.008     9994.298  8.235     
0.009     9992.351  9.881     
0.010     9989.929  12.052    
0.011     9986.927  14.846    
0.012     9983.217  18.386    
0.013     9978.638  22.819    
0.014     9972.993  28.334    
0.015     9966.041  35.160    
0.016     9957.485  43.582    
0.017     9946.963  53.946    
0.018     9934.031  66.674    
0.019     9918.148  82.274    
0.020     9898.658  101.359   
0.021     9874.761  124.659   
0.022     9845.497  153.038   
0.023     9809.706  187.510   
0.024     9766.005  229.244   
0.025     9712.751  279.573   
0.026     9648.011  339.981   
0.027     9569.537  412.076   
0.028     9474.745  497.534   
0.029     9360.723  598.009   
0.030     9224.257  714.996   
0.031     9061.901  849.644   
0.032     8870.104  1002.514  
0.033     8645.398  1173.298  
0.034     8384.674  1360.504  
0.035     8085.530  1561.167  
0.036     7746.699  1770.629  
0.037     7368.516  1982.451  
0.038     6953.384  2188.539  
0.039     6506.173  2379.523  
0.040     6034.466  2545.417  
0.041     5548.583  2676.533  
0.042     5061.319  2764.576  
0.043     4587.376  2803.804  
0.044     4142.508  2792.122  
0.045     3742.474  2731.968  
0.046     3401.894  2630.890  
0.047     3133.165  2501.678  
0.048     2945.566  2361.861  
0.049     2844.653  2232.143  
0.050     2831.999  2133.196  
0.051     2905.299  2080.718  
0.052     3058.780  2080.444  
0.053     3283.841  2126.439  
0.054     3569.846  2204.263  
0.055     3904.942  2296.574  
0.056     4276.850  2387.666  
0.057     4673.551  2465.614  
0.058     5083.829  2522.623  
0.059     5497.665  2554.507  
0.060     5906.481  2559.906  
0.061     6303.242  2539.517  
0.062     6682.457  2495.429  
0.063     7040.093  2430.584  
0.064     7373.434  2348.365  
0.065     7680.908  2252.283  
0.066     7961.898  2145.758  
0.067     8216.556  2031.971  
0.068     8445.630  1913.774  
0.069     8650.305  1793.643  
0.070     8832.067  1673.668  
0.071     8992.591  1555.558  
0.072     9133.647  1440.671  
0.073     9257.030  1330.046  
0.074     9364.503  1224.439  
0.075     9457.761  1124.368  
0.076     9538.399  1030.148  
0.077     9607.900  941.928   
0.078     9667.623  859.725   
0.079     9718.800  783.451   
0.080     9762.540  712.939   
0.081     9799.832  647.964   
0.082     9831.551  588.260   
0.083     9858.467  533.536   
0.084     9881.254  483.486   
0.085     9900.498  437.798   
