Time      Mean      STD       
0.000     10000.000 2.000     
0.001     9999.928  2.037     
0.002     9999.702  2.164     
0.003     9999.291  2.433     
0.004     9998.638  2.928     
0.005     9997.651  3.769     
0.006     9996.193  5.106     
0.007     9994.061  7.145     
0.008     9990.960  10.173    
0.009     9986.459  14.609    
0.010     9979.940  21.057    
0.011     9970.509  30.384    
0.012     9956.884  43.822    
0.013     9937.240  63.098    
0.014     9908.987  90.603    
0.015     9868.503  129.561   
0.016     9810.794  184.177   
0.017     9729.130  259.651   
0.018     9614.753  361.877   
0.019     9456.824  496.571   
0.020     9242.961  667.506   
0.021     8960.793  873.755   
0.022     8600.965  1106.348  
0.023     8161.647  1345.682  
0.024     7653.706  1561.797  
0.025     7104.571  1719.478  
0.026     6558.215  1788.379  
0.027     6069.453  1755.657  
0.028     5693.222  1636.762  
0.029     5472.222  1479.714  
0.030     5427.479  1355.781  
0.031     5555.099  1324.266  
0.032     5829.646  1386.081  
0.033     6211.982  1489.697  
0.034     6658.335  1580.796  
0.035     7127.931  1628.273  
0.036     7587.805  1622.801  
0.037     8014.713  1568.543  
0.038     8394.827  1476.136  
0.039     8722.140  1358.055  
0.040     8996.388  1225.959  
0.041     9221.041  1089.427  
0.042     9401.626  955.594   
0.043     9544.499  829.285   
0.044     9656.023  713.393   
0.045     9742.084  609.328   
0.046     9807.843  517.432   
0.047     9857.664  437.340   
0.048     9895.131  368.253   
0.049     9923.124  309.146   
0.050     9943.917  258.903   
0.051     9959.279  216.413   
0.052     9970.569  180.625   
0.053     9978.820  150.578   
0.054     9984.808  125.416   
0.055     9989.110  104.387   
0.056     9992.146  86.850    
0.057     9994.218  72.266    
0.058     9995.529  60.211    
0.059     9996.205  50.410    
0.060     9996.300  42.832    
0.061     9995.801  37.877    
0.062     9994.626  36.583    
0.063     9992.606  40.427    
0.064     9989.474  50.574    
0.065     9984.828  67.777    
0.066     9978.099  93.031    
0.067     9968.509  127.906   
0.068     9955.021  174.457   
0.069     9936.310  235.017   
0.070     9910.745  311.986   
0.071     9876.441  407.644   
0.072     9831.380  523.936   
0.073     9773.684  661.841   
0.074     9702.034  819.690   
0.075     9616.185  990.467   
0.076     9517.285  1159.827  
0.077     9407.491  1307.467  
0.078     9288.531  1413.051  
0.079     9159.481  1465.344  
0.080     9014.955  1471.318  
0.081     8845.213  1460.412  
0.082     8638.984  1476.270  
0.083     8388.254  1551.065  
0.084     8093.065  1680.423  
0.085     7764.203  1828.483  
0.086     7422.596  1954.222  
0.087     7095.695  2030.857  
0.088     6812.195  2051.640  
0.089     6596.798  2027.380  
0.090     6466.393  1979.795  
0.091     6428.285  1932.681  
0.092     6480.423  1903.096  
0.093     6613.108  1895.946  
0.094     6811.463  1904.661  
0.095     7058.049  1916.665  
0.096     7335.138  1919.417  
0.097     7626.424  1904.013  
0.098     7918.097  1866.126  
0.099     8199.341  1805.385  
0.100     8462.389  1724.192  
0.101     8702.267  1626.541  
0.102     8916.370  1517.076  
0.103     9103.967  1400.418  
0.104     9265.711  1280.754  
0.105     9403.196  1161.614  
0.106     9518.587  1045.793  
0.107     9614.335  935.368   
0.108     9692.954  831.772   
0.109     9756.877  735.889   
0.110     9808.352  648.174   
0.111     9849.391  568.770   
0.112     9881.738  497.634   
0.113     9906.864  434.681   
0.114     9925.970  379.963   
0.115     9940.004  333.906   
0.116     9949.673  297.561   
0.117     9955.464  272.758   
0.118     9957.655  261.928   
0.119     9956.341  267.314   
0.120     9951.446  289.801   
0.121     9942.759  328.434   
0.122     9929.963  380.994   
0.123     9912.672  444.913   
0.124     9890.471  518.151   
0.125     9862.955  599.927   
0.126     9829.817  690.240   
0.127     9790.981  787.346   
0.128     9746.675  885.245   
0.129     9697.266  975.036   
0.130     9642.777  1051.071  
0.131     9582.424  1118.028  
0.132     9514.777  1192.288  
0.133     9438.895  1292.482  
0.134     9356.046  1423.672  
0.135     9270.919  1570.044  
0.136     9191.216  1702.550  
0.137     9125.325  1791.932  
0.138     9078.864  1818.068  
0.139     9051.601  1774.563  
0.140     9036.138  1670.861  
0.141     9019.013  1533.719  
0.142     8983.841  1407.291  
0.143     8915.414  1344.707  
0.144     8803.491  1381.117  
0.145     8645.231  1506.660  
0.146     8445.828  1678.182  
0.147     8217.447  1851.305  
0.148     7976.943  1996.354  
0.149     7743.060  2099.390  
0.150     7533.724  2158.734  
0.151     7363.885  2180.938  
0.152     7244.153  2176.902  
0.153     7180.256  2158.322  
0.154     7173.196  2134.822  
0.155     7219.919  2112.174  
0.156     7314.283  2091.920  
0.157     7448.118  2072.230  
0.158     7612.246  2049.445  
0.159     7797.342  2019.606  
0.160     7994.604  1979.541  
0.161     8196.215  1927.389  
0.162     8395.598  1862.701  
0.163     8587.529  1786.264  
0.164     8768.106  1699.755  
0.165     8934.652  1605.340  
0.166     9085.539  1505.420  
0.167     9219.990  1402.608  
0.168     9337.897  1299.779  
0.169     9439.662  1199.897  
0.170     9526.073  1105.561  
0.171     9598.178  1018.591  
0.172     9657.140  940.171   
0.173     9704.095  871.641   
0.174     9740.065  815.294   
0.175     9765.944  774.244   
0.176     9782.547  751.379   
0.177     9790.671  748.414   
0.178     9791.162  765.164   
0.179     9784.980  798.165   
0.180     9773.175  839.935   
0.181     9756.695  881.806   
0.182     9736.078  919.904   
0.183     9711.306  959.367   
0.184     9682.142  1011.347  
0.185     9648.877  1082.449  
0.186     9612.972  1165.565  
0.187     9576.927  1241.827  
0.188     9543.155  1291.358  
0.189     9512.394  1304.194  
0.190     9482.628  1287.040  
0.191     9449.392  1264.521  
0.192     9407.551  1271.536  
0.193     9353.843  1334.037  
0.194     9289.045  1450.459  
0.195     9218.712  1594.045  
0.196     9152.109  1730.485  
0.197     9099.674  1831.307  
0.198     9069.898  1878.308  
0.199     9066.651  1863.438  
0.200     9087.740  1787.684  
0.201     9125.040  1660.576  
0.202     9166.031  1500.932  
0.203     9196.253  1338.703  
0.204     9202.016  1215.337  
0.205     9172.769  1173.868  
0.206     9102.704  1232.682  
0.207     8991.418  1370.269  
0.208     8843.660  1545.715  
0.209     8668.356  1723.514  
0.210     8477.204  1880.974  
0.211     8283.114  2006.553  
0.212     8098.749  2096.753  
0.213     7935.315  2153.476  
0.214     7801.701  2181.971  
0.215     7704.004  2189.210  
0.216     7645.427  2182.414  
0.217     7626.517  2167.619  
0.218     7645.593  2148.547  
0.219     7699.213  2126.300  
0.220     7782.605  2100.141  
0.221     7890.058  2068.906  
0.222     8015.373  2032.151  
0.223     8152.386  1990.346  
0.224     8295.491  1944.226  
0.225     8440.026  1893.895  
0.226     8582.375  1838.380  
0.227     8719.811  1775.977  
0.228     8850.158  1705.482  
0.229     8971.492  1627.771  
0.230     9082.044  1546.507  
0.231     9180.339  1467.020  
0.232     9265.424  1394.058  
0.233     9336.959  1330.680  
0.234     9395.158  1279.526  
0.235     9440.719  1244.331  
0.236     9474.922  1228.159  
0.237     9499.746  1228.607  
0.238     9517.694  1235.421  
0.239     9531.128  1234.817  
0.240     9541.338  1218.043  
0.241     9547.968  1188.504  
0.242     9549.309  1163.027  
0.243     9543.523  1164.108  
0.244     9530.176  1204.249  
0.245     9511.210  1274.650  
0.246     9490.703  1350.215  
0.247     9473.390  1403.838  
0.248     9462.593  1417.189  
0.249     9458.514  1385.539  
0.250     9457.685  1319.439  
0.251     9453.873  1244.666  
0.252     9440.122  1197.896  
0.253     9411.202  1212.201  
0.254     9365.595  1296.097  
0.255     9306.394  1428.668  
0.256     9240.860  1576.360  
0.257     9178.841  1709.249  
0.258     9130.505  1806.582  
0.259     9104.035  1856.355  
0.260     9103.807  1853.527  
0.261     9129.435  1798.500  
0.262     9175.820  1696.294  
0.263     9234.063  1556.543  
0.264     9292.974  1394.472  
0.265     9340.821  1232.909  
0.266     9366.973  1103.922  
0.267     9363.247  1044.089  
0.268     9324.775  1075.506  
0.269     9250.386  1187.594  
0.270     9142.507  1347.684  
0.271     9006.695  1523.367  
0.272     8850.888  1691.529  
0.273     8684.453  1837.856  
0.274     8517.145  1954.699  
0.275     8358.069  2039.645  
0.276     8214.845  2094.617  
0.277     8093.131  2124.869  
0.278     7996.590  2137.442  
0.279     7927.204  2139.311  
0.280     7885.727  2135.886  
0.281     7872.083  2130.194  
0.282     7885.578  2122.573  
0.283     7924.876  2110.823  
0.284     7987.783  2091.259  
0.285     8070.955  2060.840  
0.286     8169.823  2019.374  
0.287     8278.950  1970.126  
0.288     8392.794  1917.989  
0.289     8506.514  1866.414  
0.290     8616.399  1815.778  
0.291     8719.790  1764.898  
0.292     8814.739  1714.493  
0.293     8899.877  1669.226  
0.294     8974.683  1635.699  
0.295     9039.940  1617.043  
0.296     9097.865  1608.308  
0.297     9151.522  1597.070  
0.298     9203.589  1569.277  
0.299     9255.037  1516.505  
0.300     9304.425  1441.227  
0.301     9348.292  1358.573  
