Time      Mean      STD       
0.000     39998.983 0.720     
0.000     39998.983 0.720     
0.000     39998.983 0.720     
0.000     39998.983 0.721     
0.000     39998.981 0.724     
0.000     39998.975 0.734     
0.000     39998.964 0.749     
0.001     39998.908 0.821     
0.001     39998.814 0.933     
0.002     39998.681 1.083     
0.002     39998.510 1.264     
0.003     39998.297 1.479     
0.003     39998.040 1.730     
0.004     39997.547 2.194     
0.005     39996.934 2.757     
0.005     39996.183 3.434     
0.006     39995.288 4.232     
0.007     39994.214 5.183     
0.008     39991.627 7.451     
0.009     39988.162 10.480    
0.011     39983.544 14.513    
0.012     39977.418 19.859    
0.013     39969.305 26.953    
0.015     39958.611 36.259    
0.016     39944.314 48.874    
0.017     39925.792 64.892    
0.019     39899.866 87.502    
0.020     39867.753 115.283   
0.022     39796.248 176.729   
0.024     39687.076 270.428   
0.026     39522.320 409.912   
0.028     39273.087 619.916   
0.030     38897.386 932.204   
0.032     38334.289 1388.847  
0.034     37503.188 2040.194  
0.036     36639.808 2687.862  
0.037     35511.510 3489.780  
0.039     34063.461 4447.883  
0.040     32242.745 5549.505  
0.042     30016.641 6741.145  
0.043     27386.176 7933.933  
0.045     24406.117 8994.606  
0.046     21194.637 9781.044  
0.048     18766.460 10102.291 
0.049     16419.532 10149.478 
0.050     14265.992 9912.285  
0.051     12418.079 9426.400  
0.052     10971.521 8768.148  
0.053     10013.128 8054.682  
0.054     9642.135  7567.179  
0.055     9599.670  7217.162  
0.056     9879.569  7065.527  
0.057     10463.726 7127.140  
0.058     11326.047 7371.099  
0.059     12431.994 7734.493  
0.059     13741.038 8149.476  
0.060     15210.409 8553.882  
0.061     16794.274 8905.160  
0.062     18448.713 9175.240  
0.063     20135.201 9347.465  
0.064     21818.325 9417.058  
0.065     23468.021 9386.600  
0.066     25059.779 9263.024  
0.067     26574.915 9057.264  
0.067     27999.271 8782.807  
0.068     29324.791 8452.542  
0.069     30546.135 8078.774  
0.070     31663.210 7674.841  
0.071     32676.349 7250.819  
0.072     33589.119 6815.927  
0.073     34406.094 6377.649  
0.074     35133.502 5942.213  
0.075     35777.883 5514.412  
0.075     36346.206 5099.359  
0.076     36845.447 4700.951  
0.077     37282.449 4321.313  
0.078     37663.433 3963.106  
0.079     37994.546 3627.940  
0.080     38281.631 3315.992  
0.081     38529.612 3027.276  
0.082     38743.580 2761.009  
0.082     38927.600 2516.154  
0.083     39085.465 2291.860  
0.084     39220.865 2087.502  
0.085     39336.555 1902.926  
0.086     39435.329 1738.109  
0.087     39519.527 1592.727  
0.088     39591.118 1466.237  
0.089     39651.971 1356.828  
0.090     39703.713 1261.988  
0.090     39747.571 1178.498  
0.091     39784.847 1103.922  
0.092     39816.410 1036.383  
0.093     39843.200 974.060   
0.094     39865.927 917.037   
0.095     39885.168 866.085   
0.096     39901.476 821.760   
0.097     39915.270 784.454   
