Time      Mean      STD       
0.000     9998.986  0.692     
0.000     9998.986  0.692     
0.000     9998.986  0.693     
0.000     9998.986  0.694     
0.000     9998.980  0.701     
0.001     9998.959  0.726     
0.001     9998.917  0.773     
0.001     9998.769  0.938     
0.002     9998.530  1.183     
0.003     9997.986  1.693     
0.004     9997.215  2.370     
0.005     9996.194  3.248     
0.006     9994.911  4.321     
0.007     9993.349  5.622     
0.009     9989.815  8.539     
0.011     9984.947  12.601    
0.013     9978.593  17.795    
0.015     9970.416  24.483    
0.017     9959.837  33.154    
0.018     9946.184  44.338    
0.020     9928.636  58.634    
0.022     9906.198  76.869    
0.024     9877.473  99.966    
0.026     9840.775  129.397   
0.028     9794.085  166.478   
0.029     9734.914  212.929   
0.031     9659.812  271.203   
0.033     9565.117  343.936   
0.035     9445.800  433.691   
0.037     9296.556  543.441   
0.039     9111.034  675.854   
0.041     8881.867  832.933   
0.042     8601.944  1015.865  
0.044     8264.119  1223.316  
0.046     7862.718  1451.617  
0.048     7393.657  1693.121  
0.050     6856.818  1937.138  
0.052     6257.345  2168.323  
0.053     5606.368  2368.268  
0.055     4923.606  2518.058  
0.057     4237.199  2599.797  
0.059     3578.799  2602.551  
0.061     2984.824  2523.761  
0.063     2490.707  2373.848  
0.064     2128.331  2179.483  
0.066     1918.925  1983.546  
0.068     1874.897  1837.153  
0.069     1942.230  1789.205  
0.071     2086.488  1794.788  
0.072     2301.334  1848.694  
0.073     2578.391  1937.251  
0.075     2907.869  2043.759  
0.076     3279.271  2152.789  
0.077     3681.649  2252.031  
0.078     3992.868  2314.565  
0.079     4311.426  2364.113  
0.080     4634.187  2400.327  
0.081     4956.681  2422.467  
0.082     5276.201  2430.884  
0.083     5589.841  2423.946  
0.084     5895.591  2404.616  
0.085     6191.732  2373.837  
0.086     6476.433  2331.400  
0.087     6748.289  2279.930  
0.088     7006.609  2220.822  
0.089     7250.948  2154.821  
0.090     7481.291  2084.285  
0.091     7696.939  2010.336  
0.092     7897.964  1933.662  
0.092     8085.170  1855.845  
0.093     8258.670  1777.512  
0.094     8418.879  1699.410  
0.095     8566.578  1622.460  
0.097     8769.394  1506.839  
0.098     8946.945  1394.615  
0.100     9101.589  1285.992  
0.101     9235.798  1180.769  
0.103     9351.818  1079.055  
0.104     9451.765  980.812   
0.106     9537.616  886.351   
