Time      Mean      STD       
0.000     10000.000 0.000     
0.000     10000.000 0.011     
0.000     10000.000 0.023     
0.000     9999.999  0.034     
0.000     9999.999  0.045     
0.000     9999.998  0.057     
0.000     9999.998  0.068     
0.000     9999.997  0.079     
0.000     9999.996  0.091     
0.000     9999.995  0.102     
0.000     9999.994  0.113     
0.000     9999.992  0.125     
0.000     9999.991  0.136     
0.000     9999.989  0.147     
0.000     9999.987  0.159     
0.000     9999.986  0.170     
0.000     9999.984  0.182     
0.001     9999.982  0.193     
0.001     9999.979  0.205     
0.001     9999.977  0.216     
0.001     9999.974  0.228     
0.001     9999.972  0.239     
0.001     9999.969  0.251     
0.001     9999.966  0.262     
0.001     9999.963  0.274     
0.001     9999.960  0.286     
0.001     9999.957  0.297     
0.001     9999.953  0.309     
0.001     9999.950  0.321     
0.001     9999.946  0.333     
0.001     9999.942  0.344     
0.001     9999.938  0.356     
0.001     9999.934  0.368     
0.001     9999.930  0.380     
0.001     9999.926  0.392     
0.001     9999.921  0.404     
0.001     9999.917  0.416     
0.001     9999.912  0.428     
0.001     9999.907  0.440     
0.001     9999.902  0.452     
0.001     9999.897  0.465     
0.001     9999.892  0.477     
0.001     9999.887  0.489     
0.001     9999.881  0.501     
0.001     9999.876  0.514     
0.001     9999.870  0.526     
0.001     9999.864  0.539     
0.001     9999.858  0.551     
0.001     9999.852  0.564     
0.001     9999.846  0.577     
0.002     9999.839  0.589     
0.002     9999.833  0.602     
0.002     9999.826  0.615     
0.002     9999.819  0.628     
0.002     9999.812  0.641     
0.002     9999.805  0.654     
0.002     9999.798  0.667     
0.002     9999.791  0.680     
0.002     9999.783  0.693     
0.002     9999.776  0.706     
0.002     9999.768  0.719     
0.002     9999.760  0.733     
0.002     9999.752  0.746     
0.002     9999.744  0.760     
0.002     9999.736  0.773     
0.002     9999.728  0.787     
0.002     9999.719  0.801     
0.002     9999.710  0.814     
0.002     9999.702  0.828     
0.002     9999.693  0.842     
0.002     9999.684  0.856     
0.002     9999.674  0.870     
0.002     9999.665  0.884     
0.002     9999.656  0.899     
0.002     9999.646  0.913     
0.002     9999.636  0.927     
0.002     9999.626  0.942     
0.002     9999.616  0.956     
0.002     9999.606  0.971     
0.002     9999.596  0.986     
0.002     9999.585  1.000     
0.002     9999.575  1.015     
0.002     9999.564  1.030     
0.002     9999.553  1.045     
0.003     9999.542  1.061     
0.003     9999.531  1.076     
0.003     9999.520  1.091     
0.003     9999.509  1.106     
0.003     9999.497  1.122     
0.003     9999.485  1.138     
0.003     9999.473  1.153     
0.003     9999.462  1.169     
0.003     9999.449  1.185     
0.003     9999.437  1.201     
0.003     9999.425  1.217     
0.003     9999.412  1.233     
0.003     9999.400  1.249     
0.003     9999.387  1.266     
0.003     9999.374  1.282     
0.003     9999.361  1.299     
0.003     9999.347  1.315     
0.003     9999.334  1.332     
0.003     9999.321  1.349     
0.003     9999.307  1.366     
0.003     9999.293  1.383     
0.003     9999.279  1.400     
0.003     9999.265  1.418     
0.003     9999.251  1.435     
0.003     9999.236  1.453     
0.003     9999.222  1.470     
0.003     9999.207  1.488     
0.003     9999.192  1.506     
0.003     9999.177  1.524     
0.003     9999.162  1.542     
0.003     9999.147  1.560     
0.003     9999.131  1.578     
0.003     9999.116  1.597     
0.004     9999.100  1.615     
0.004     9999.084  1.634     
0.004     9999.068  1.653     
0.004     9999.052  1.671     
0.004     9999.036  1.690     
0.004     9999.019  1.710     
0.004     9999.003  1.729     
0.004     9998.986  1.748     
0.004     9998.969  1.768     
0.004     9998.952  1.787     
0.004     9998.935  1.807     
0.004     9998.917  1.827     
0.004     9998.900  1.847     
0.004     9998.882  1.867     
0.004     9998.864  1.887     
0.004     9998.846  1.907     
0.004     9998.828  1.928     
0.004     9998.809  1.949     
0.004     9998.791  1.969     
0.004     9998.772  1.990     
0.004     9998.754  2.011     
0.004     9998.735  2.032     
0.004     9998.715  2.054     
0.004     9998.696  2.075     
0.004     9998.677  2.097     
0.004     9998.657  2.118     
0.004     9998.637  2.140     
0.004     9998.618  2.162     
0.004     9998.597  2.184     
0.004     9998.577  2.206     
0.004     9998.557  2.229     
0.004     9998.536  2.251     
0.004     9998.515  2.274     
0.004     9998.495  2.297     
0.005     9998.474  2.320     
0.005     9998.452  2.343     
0.005     9998.431  2.366     
0.005     9998.409  2.389     
0.005     9998.388  2.413     
0.005     9998.366  2.436     
0.005     9998.344  2.460     
0.005     9998.321  2.484     
0.005     9998.299  2.508     
0.005     9998.277  2.533     
0.005     9998.254  2.557     
0.005     9998.231  2.582     
0.005     9998.208  2.606     
0.005     9998.185  2.631     
0.005     9998.161  2.656     
0.005     9998.138  2.681     
0.005     9998.114  2.707     
0.005     9998.090  2.732     
0.005     9998.066  2.758     
0.005     9998.041  2.784     
0.005     9998.017  2.810     
0.005     9997.992  2.836     
0.005     9997.968  2.862     
0.005     9997.943  2.888     
0.005     9997.917  2.915     
0.005     9997.892  2.942     
0.005     9997.867  2.969     
0.005     9997.841  2.996     
0.005     9997.815  3.023     
0.005     9997.789  3.050     
0.005     9997.763  3.078     
0.005     9997.736  3.106     
0.005     9997.710  3.134     
0.006     9997.683  3.162     
0.006     9997.656  3.190     
0.006     9997.629  3.219     
0.006     9997.601  3.247     
0.006     9997.574  3.276     
0.006     9997.546  3.305     
0.006     9997.518  3.334     
0.006     9997.490  3.363     
0.006     9997.462  3.393     
0.006     9997.433  3.422     
0.006     9997.405  3.452     
0.006     9997.376  3.482     
0.006     9997.347  3.512     
0.006     9997.318  3.543     
0.006     9997.288  3.573     
0.006     9997.259  3.604     
0.006     9997.229  3.635     
0.006     9997.199  3.666     
0.006     9997.168  3.697     
0.006     9997.138  3.729     
0.006     9997.107  3.760     
0.006     9997.077  3.792     
0.006     9997.046  3.824     
0.006     9997.014  3.857     
0.006     9996.983  3.889     
0.006     9996.951  3.922     
0.006     9996.920  3.954     
0.006     9996.888  3.987     
0.006     9996.855  4.020     
0.006     9996.823  4.054     
0.006     9996.790  4.087     
0.006     9996.758  4.121     
0.006     9996.725  4.155     
0.007     9996.691  4.189     
0.007     9996.658  4.224     
0.007     9996.624  4.258     
0.007     9996.590  4.293     
0.007     9996.556  4.328     
0.007     9996.522  4.363     
0.007     9996.488  4.398     
0.007     9996.453  4.434     
0.007     9996.418  4.470     
0.007     9996.383  4.506     
0.007     9996.347  4.542     
0.007     9996.312  4.578     
0.007     9996.276  4.615     
0.007     9996.240  4.652     
0.007     9996.204  4.689     
0.007     9996.167  4.726     
0.007     9996.131  4.763     
0.007     9996.094  4.801     
0.007     9996.057  4.839     
0.007     9996.019  4.877     
0.007     9995.982  4.915     
0.007     9995.944  4.954     
0.007     9995.906  4.992     
0.007     9995.868  5.031     
0.007     9995.829  5.070     
0.007     9995.791  5.110     
0.007     9995.752  5.149     
0.007     9995.713  5.189     
0.007     9995.673  5.229     
0.007     9995.634  5.270     
0.007     9995.594  5.310     
0.007     9995.554  5.351     
0.007     9995.513  5.392     
0.007     9995.473  5.433     
0.008     9995.432  5.474     
0.008     9995.391  5.516     
0.008     9995.350  5.558     
0.008     9995.308  5.600     
0.008     9995.267  5.642     
0.008     9995.225  5.685     
0.008     9995.182  5.728     
0.008     9995.140  5.771     
0.008     9995.097  5.814     
0.008     9995.054  5.858     
0.008     9995.011  5.902     
0.008     9994.967  5.946     
0.008     9994.924  5.990     
0.008     9994.880  6.034     
0.008     9994.836  6.079     
0.008     9994.791  6.124     
0.008     9994.746  6.169     
0.008     9994.701  6.215     
0.008     9994.656  6.261     
0.008     9994.611  6.307     
0.008     9994.565  6.353     
0.008     9994.519  6.400     
0.008     9994.473  6.446     
0.008     9994.426  6.493     
0.008     9994.379  6.541     
0.008     9994.332  6.588     
0.008     9994.285  6.636     
0.008     9994.237  6.684     
0.008     9994.189  6.732     
0.008     9994.141  6.781     
0.008     9994.093  6.830     
0.008     9994.044  6.879     
0.008     9993.995  6.928     
0.009     9993.946  6.978     
0.009     9993.897  7.028     
0.009     9993.847  7.078     
0.009     9993.797  7.129     
0.009     9993.746  7.179     
0.009     9993.696  7.230     
0.009     9993.645  7.282     
0.009     9993.594  7.333     
0.009     9993.542  7.385     
0.009     9993.491  7.437     
0.009     9993.439  7.490     
0.009     9993.386  7.542     
0.009     9993.334  7.595     
0.009     9993.281  7.648     
0.009     9993.228  7.702     
0.009     9993.174  7.756     
0.009     9993.120  7.810     
0.009     9993.066  7.864     
0.009     9993.012  7.919     
0.009     9992.957  7.974     
0.009     9992.902  8.029     
0.009     9992.847  8.085     
0.009     9992.792  8.141     
0.009     9992.736  8.197     
0.009     9992.680  8.253     
0.009     9992.623  8.310     
0.009     9992.567  8.367     
0.009     9992.509  8.425     
0.009     9992.452  8.482     
0.009     9992.394  8.540     
0.009     9992.336  8.598     
0.009     9992.278  8.657     
0.009     9992.219  8.716     
0.010     9992.161  8.775     
0.010     9992.101  8.835     
0.010     9992.042  8.895     
0.010     9991.982  8.955     
0.010     9991.922  9.015     
0.010     9991.861  9.076     
0.010     9991.800  9.137     
0.010     9991.739  9.199     
0.010     9991.678  9.260     
0.010     9991.616  9.322     
0.010     9991.553  9.385     
0.010     9991.491  9.448     
0.010     9991.428  9.511     
0.010     9991.365  9.574     
0.010     9991.301  9.638     
0.010     9991.238  9.702     
0.010     9991.173  9.766     
0.010     9991.109  9.831     
0.010     9991.044  9.896     
0.010     9990.979  9.962     
0.010     9990.913  10.027    
0.010     9990.847  10.093    
0.010     9990.781  10.160    
0.010     9990.714  10.227    
0.010     9990.647  10.294    
0.010     9990.580  10.361    
0.010     9990.512  10.429    
0.010     9990.444  10.497    
0.010     9990.376  10.566    
0.010     9990.307  10.635    
0.010     9990.238  10.704    
0.010     9990.169  10.774    
0.010     9990.099  10.844    
0.010     9990.029  10.914    
0.011     9989.958  10.985    
0.011     9989.887  11.056    
0.011     9989.816  11.127    
0.011     9989.744  11.199    
0.011     9989.672  11.271    
0.011     9989.600  11.344    
0.011     9989.527  11.417    
0.011     9989.454  11.490    
0.011     9989.380  11.564    
0.011     9989.306  11.638    
0.011     9989.232  11.713    
0.011     9989.157  11.787    
0.011     9989.082  11.863    
0.011     9989.006  11.938    
0.011     9988.930  12.014    
0.011     9988.854  12.091    
0.011     9988.777  12.168    
0.011     9988.700  12.245    
0.011     9988.623  12.322    
0.011     9988.545  12.400    
0.011     9988.466  12.479    
0.011     9988.388  12.557    
0.011     9988.309  12.637    
0.011     9988.229  12.716    
0.011     9988.149  12.796    
0.011     9988.069  12.877    
0.011     9987.988  12.958    
0.011     9987.907  13.039    
0.011     9987.825  13.120    
0.011     9987.743  13.203    
0.011     9987.661  13.285    
0.011     9987.578  13.368    
0.011     9987.494  13.451    
0.012     9987.411  13.535    
0.012     9987.326  13.619    
0.012     9987.242  13.704    
0.012     9987.157  13.789    
0.012     9987.071  13.874    
0.012     9986.985  13.960    
0.012     9986.899  14.047    
0.012     9986.812  14.134    
0.012     9986.725  14.221    
0.012     9986.637  14.308    
0.012     9986.549  14.397    
0.012     9986.460  14.485    
0.012     9986.371  14.574    
