total_time:0.01
dt:1e-06
c:188.49555921538757
n_atoms:4000
q:-8.0
time                 rho_0                std                 
0.00393000          3998.80713761       1.95062137          
0.00396000          3998.78731845       1.97284009          
0.00399000          3998.76730002       1.99523010          
0.00402000          3998.74708114       2.01779292          
0.00405000          3998.72666063       2.04053007          
0.00408000          3998.70603729       2.06344305          
0.00411000          3998.68520990       2.08653342          
0.00414000          3998.66417725       2.10980271          
0.00417000          3998.64293808       2.13325247          
0.00420000          3998.62149117       2.15688427          
0.00423000          3998.59983523       2.18069964          
0.00426000          3998.57796901       2.20470019          
0.00429000          3998.55589121       2.22888748          
0.00432000          3998.53360054       2.25326311          
0.00435000          3998.51109569       2.27782867          
0.00438000          3998.48837533       2.30258577          
0.00441000          3998.46543813       2.32753602          
0.00444000          3998.44228274       2.35268104          
0.00447000          3998.41890780       2.37802248          
0.00450000          3998.39531194       2.40356197          
0.00453000          3998.37149376       2.42930115          
0.00456000          3998.34745188       2.45524171          
0.00459000          3998.32318487       2.48138529          
0.00462000          3998.29869132       2.50773358          
0.00465000          3998.27396978       2.53428828          
0.00468000          3998.24901880       2.56105107          
0.00471000          3998.22383691       2.58802366          
0.00474000          3998.19842263       2.61520778          
0.00477000          3998.17277448       2.64260515          
0.00480000          3998.14689094       2.67021751          
0.00483000          3998.12077050       2.69804662          
0.00486000          3998.09441162       2.72609422          
0.00489000          3998.06781275       2.75436209          
0.00492000          3998.04097232       2.78285201          
0.00495000          3998.01388878       2.81156577          
0.00498000          3997.98656051       2.84050518          
0.00501000          3997.95898592       2.86967205          
0.00504000          3997.93116339       2.89906820          
0.00507000          3997.90309129       2.92869547          
0.00510000          3997.87476796       2.95855571          
0.00513000          3997.84619174       2.98865078          
0.00516000          3997.81736096       3.01898254          
0.00519000          3997.78827393       3.04955289          
0.00522000          3997.75892893       3.08036372          
0.00525000          3997.72932424       3.11141693          
0.00528000          3997.69945813       3.14271445          
0.00531000          3997.66932884       3.17425820          
0.00534000          3997.63893461       3.20605014          
0.00537000          3997.60827364       3.23809221          
0.00540000          3997.57734415       3.27038640          
0.00543000          3997.54614431       3.30293468          
0.00546000          3997.51467229       3.33573904          
0.00549000          3997.48292626       3.36880151          
0.00552000          3997.45090433       3.40212409          
0.00555000          3997.41860465       3.43570883          
0.00558000          3997.38602531       3.46955778          
0.00561000          3997.35316440       3.50367299          
0.00564000          3997.32001999       3.53805656          
0.00567000          3997.28659014       3.57271056          
0.00570000          3997.25287289       3.60763710          
0.00573000          3997.21886625       3.64283831          
0.00576000          3997.18456825       3.67831632          
0.00579000          3997.14997686       3.71407327          
0.00582000          3997.11509005       3.75011133          
0.00585000          3997.07990579       3.78643268          
0.00588000          3997.04442200       3.82303951          
0.00591000          3997.00863661       3.85993403          
0.00594000          3996.97254752       3.89711846          
0.00597000          3996.93615261       3.93459504          
0.00600000          3996.89944976       3.97236603          
0.00603000          3996.86243680       4.01043369          
0.00606000          3996.82511157       4.04880032          
0.00609000          3996.78747189       4.08746821          
0.00612000          3996.74951554       4.12643967          
0.00615000          3996.71124030       4.16571706          
0.00618000          3996.67264393       4.20530271          
0.00621000          3996.63372417       4.24519899          
0.00624000          3996.59447873       4.28540829          
0.00627000          3996.55490533       4.32593300          
0.00630000          3996.51500163       4.36677555          
0.00633000          3996.47476531       4.40793837          
0.00636000          3996.43419401       4.44942391          
0.00639000          3996.39328534       4.49123463          
0.00642000          3996.35203692       4.53337304          
0.00645000          3996.31044632       4.57584162          
0.00648000          3996.26851112       4.61864291          
0.00651000          3996.22622886       4.66177944          
0.00654000          3996.18359706       4.70525377          
0.00657000          3996.14061323       4.74906848          
0.00660000          3996.09727485       4.79322617          
0.00663000          3996.05357938       4.83772944          
0.00666000          3996.00952427       4.88258094          
0.00669000          3995.96510694       4.92778330          
0.00672000          3995.92032478       4.97333921          
0.00675000          3995.87517519       5.01925136          
0.00678000          3995.82965551       5.06552244          
0.00681000          3995.78376308       5.11215520          
0.00684000          3995.73749522       5.15915237          
0.00687000          3995.69084923       5.20651674          
0.00690000          3995.64382236       5.25425108          
0.00693000          3995.59641189       5.30235821          
0.00696000          3995.54861502       5.35084096          
0.00699000          3995.50042897       5.39970217          
0.00702000          3995.45185091       5.44894471          
0.00705000          3995.40287802       5.49857149          
0.00708000          3995.35350741       5.54858540          
0.00711000          3995.30373622       5.59898938          
0.00714000          3995.25356153       5.64978639          
0.00717000          3995.20298040       5.70097941          
0.00720000          3995.15198988       5.75257143          
0.00723000          3995.10058699       5.80456547          
0.00726000          3995.04876873       5.85696458          
0.00729000          3994.99653207       5.90977182          
0.00732000          3994.94387396       5.96299027          
0.00735000          3994.89079132       6.01662304          
0.00738000          3994.83728105       6.07067328          
0.00741000          3994.78334003       6.12514413          
0.00744000          3994.72896510       6.18003876          
0.00747000          3994.67415309       6.23536039          
0.00750000          3994.61890081       6.29111224          
0.00753000          3994.56320501       6.34729755          
0.00756000          3994.50706246       6.40391960          
0.00759000          3994.45046988       6.46098168          
0.00762000          3994.39342395       6.51848712          
0.00765000          3994.33592137       6.57643925          
0.00768000          3994.27795875       6.63484146          
0.00771000          3994.21953274       6.69369713          
0.00774000          3994.16063991       6.75300968          
0.00777000          3994.10127683       6.81278255          
0.00780000          3994.04144004       6.87301922          
0.00783000          3993.98112605       6.93372319          
0.00786000          3993.92033134       6.99489796          
0.00789000          3993.85905237       7.05654709          
0.00792000          3993.79728556       7.11867416          
0.00795000          3993.73502731       7.18128275          
0.00798000          3993.67227400       7.24437650          
0.00801000          3993.60902196       7.30795905          
0.00804000          3993.54526750       7.37203409          
0.00807000          3993.48100692       7.43660533          
0.00810000          3993.41623647       7.50167649          
0.00813000          3993.35095238       7.56725134          
0.00816000          3993.28515084       7.63333365          
0.00819000          3993.21882802       7.69992727          
0.00822000          3993.15198005       7.76703601          
0.00825000          3993.08460305       7.83466377          
0.00828000          3993.01669308       7.90281443          
0.00831000          3992.94824621       7.97149193          
0.00834000          3992.87925844       8.04070023          
0.00837000          3992.80972575       8.11044331          
0.00840000          3992.73964410       8.18072520          
0.00843000          3992.66900942       8.25154993          
0.00846000          3992.59781758       8.32292159          
0.00849000          3992.52606446       8.39484428          
0.00852000          3992.45374587       8.46732214          
0.00855000          3992.38085761       8.54035934          
0.00858000          3992.30739544       8.61396007          
0.00861000          3992.23335509       8.68812855          
0.00864000          3992.15873225       8.76286906          
0.00867000          3992.08352259       8.83818588          
0.00870000          3992.00772173       8.91408333          
0.00873000          3991.93132527       8.99056577          
0.00876000          3991.85432876       9.06763759          
0.00879000          3991.77672775       9.14530319          
0.00882000          3991.69851771       9.22356704          
0.00885000          3991.61969410       9.30243361          
0.00888000          3991.54025235       9.38190742          
0.00891000          3991.46018784       9.46199302          
0.00894000          3991.37949592       9.54269500          
0.00897000          3991.29817191       9.62401796          
0.00900000          3991.21621110       9.70596656          
0.00903000          3991.13360871       9.78854549          
0.00906000          3991.05035996       9.87175945          
0.00909000          3990.96646001       9.95561321          
0.00912000          3990.88190401       10.04011155         
0.00915000          3990.79668704       10.12525930         
0.00918000          3990.71080416       10.21106130         
0.00921000          3990.62425040       10.29752246         
0.00924000          3990.53702073       10.38464771         
0.00927000          3990.44911010       10.47244200         
0.00930000          3990.36051341       10.56091035         
0.00933000          3990.27122553       10.65005778         
0.00936000          3990.18124128       10.73988938         
0.00939000          3990.09055545       10.83041025         
0.00942000          3989.99916280       10.92162554         
0.00945000          3989.90705801       11.01354045         
0.00948000          3989.81423577       11.10616019         
0.00951000          3989.72069069       11.19949002         
0.00954000          3989.62641737       11.29353526         
0.00957000          3989.53141034       11.38830123         
0.00960000          3989.43566410       11.48379331         
0.00963000          3989.33917313       11.58001693         
0.00966000          3989.24193183       11.67697753         
0.00969000          3989.14393458       11.77468062         
0.00972000          3989.04517572       11.87313173         
0.00975000          3988.94564953       11.97233644         
0.00978000          3988.84535026       12.07230036         
0.00981000          3988.74427211       12.17302915         
0.00984000          3988.64240924       12.27452852         
0.00987000          3988.53975577       12.37680419         
0.00990000          3988.43630577       12.47986195         
0.00993000          3988.33205325       12.58370762         
0.00996000          3988.22699221       12.68834708         
0.00999000          3988.12111657       12.79378622         
