total_time:0.01
dt:1e-06
c:188.49555921538757
n_atoms:4000
q:-10.0
time                 rho_0                std                 
0.00420000          3998.59494613       2.18604274          
0.00423000          3998.57249120       2.21067742          
0.00426000          3998.54980737       2.23551559          
0.00429000          3998.52689304       2.26055914          
0.00432000          3998.50374658       2.28580999          
0.00435000          3998.48036636       2.31127004          
0.00438000          3998.45675073       2.33694123          
0.00441000          3998.43289802       2.36282551          
0.00444000          3998.40880655       2.38892484          
0.00447000          3998.38447461       2.41524117          
0.00450000          3998.35990048       2.44177651          
0.00453000          3998.33508243       2.46853282          
0.00456000          3998.31001870       2.49551215          
0.00459000          3998.28470752       2.52271649          
0.00462000          3998.25914711       2.55014790          
0.00465000          3998.23333566       2.57780842          
0.00468000          3998.20727134       2.60570012          
0.00471000          3998.18095232       2.63382508          
0.00474000          3998.15437674       2.66218538          
0.00477000          3998.12754272       2.69078314          
0.00480000          3998.10044835       2.71962049          
0.00483000          3998.07309175       2.74869955          
0.00486000          3998.04547095       2.77802249          
0.00489000          3998.01758403       2.80759147          
0.00492000          3997.98942901       2.83740868          
0.00495000          3997.96100390       2.86747631          
0.00498000          3997.93230670       2.89779657          
0.00501000          3997.90333537       2.92837171          
0.00504000          3997.87408788       2.95920397          
0.00507000          3997.84456216       2.99029560          
0.00510000          3997.81475612       3.02164890          
0.00513000          3997.78466766       3.05326615          
0.00516000          3997.75429466       3.08514967          
0.00519000          3997.72363498       3.11730179          
0.00522000          3997.69268645       3.14972485          
0.00525000          3997.66144688       3.18242123          
0.00528000          3997.62991408       3.21539331          
0.00531000          3997.59808581       3.24864347          
0.00534000          3997.56595984       3.28217415          
0.00537000          3997.53353389       3.31598777          
0.00540000          3997.50080568       3.35008679          
0.00543000          3997.46777289       3.38447368          
0.00546000          3997.43443321       3.41915094          
0.00549000          3997.40078427       3.45412107          
0.00552000          3997.36682371       3.48938660          
0.00555000          3997.33254913       3.52495008          
0.00558000          3997.29795811       3.56081407          
0.00561000          3997.26304821       3.59698117          
0.00564000          3997.22781697       3.63345397          
0.00567000          3997.19226191       3.67023511          
0.00570000          3997.15638052       3.70732722          
0.00573000          3997.12017027       3.74473298          
0.00576000          3997.08362861       3.78245508          
0.00579000          3997.04675296       3.82049621          
0.00582000          3997.00954073       3.85885912          
0.00585000          3996.97198928       3.89754654          
0.00588000          3996.93409598       3.93656125          
0.00591000          3996.89585816       3.97590605          
0.00594000          3996.85727311       4.01558373          
0.00597000          3996.81833812       4.05559715          
0.00600000          3996.77905045       4.09594916          
0.00603000          3996.73940733       4.13664263          
0.00606000          3996.69940597       4.17768048          
0.00609000          3996.65904354       4.21906562          
0.00612000          3996.61831721       4.26080100          
0.00615000          3996.57722411       4.30288960          
0.00618000          3996.53576135       4.34533441          
0.00621000          3996.49392599       4.38813844          
0.00624000          3996.45171511       4.43130475          
0.00627000          3996.40912572       4.47483639          
0.00630000          3996.36615483       4.51873645          
0.00633000          3996.32279941       4.56300805          
0.00636000          3996.27905641       4.60765433          
0.00639000          3996.23492275       4.65267845          
0.00642000          3996.19039533       4.69808359          
0.00645000          3996.14547101       4.74387298          
0.00648000          3996.10014663       4.79004985          
0.00651000          3996.05441900       4.83661747          
0.00654000          3996.00828491       4.88357913          
0.00657000          3995.96174110       4.93093814          
0.00660000          3995.91478431       4.97869785          
0.00663000          3995.86741123       5.02686162          
0.00666000          3995.81961853       5.07543287          
0.00669000          3995.77140284       5.12441500          
0.00672000          3995.72276078       5.17381147          
0.00675000          3995.67368893       5.22362576          
0.00678000          3995.62418384       5.27386138          
0.00681000          3995.57424202       5.32452185          
0.00684000          3995.52385996       5.37561075          
0.00687000          3995.47303413       5.42713166          
0.00690000          3995.42176095       5.47908821          
0.00693000          3995.37003682       5.53148404          
0.00696000          3995.31785811       5.58432283          
0.00699000          3995.26522113       5.63760829          
0.00702000          3995.21212221       5.69134416          
0.00705000          3995.15855761       5.74553420          
0.00708000          3995.10452356       5.80018222          
0.00711000          3995.05001627       5.85529203          
0.00714000          3994.99503192       5.91086750          
0.00717000          3994.93956663       5.96691252          
0.00720000          3994.88361652       6.02343102          
0.00723000          3994.82717766       6.08042693          
0.00726000          3994.77024609       6.13790425          
0.00729000          3994.71281780       6.19586700          
0.00732000          3994.65488878       6.25431922          
0.00735000          3994.59645494       6.31326499          
0.00738000          3994.53751220       6.37270843          
0.00741000          3994.47805642       6.43265368          
0.00744000          3994.41808342       6.49310494          
0.00747000          3994.35758899       6.55406640          
0.00750000          3994.29656891       6.61554232          
0.00753000          3994.23501888       6.67753698          
0.00756000          3994.17293458       6.74005471          
0.00759000          3994.11031167       6.80309984          
0.00762000          3994.04714576       6.86667677          
0.00765000          3993.98343241       6.93078992          
0.00768000          3993.91916717       6.99544374          
0.00771000          3993.85434551       7.06064274          
0.00774000          3993.78896292       7.12639144          
0.00777000          3993.72301479       7.19269441          
0.00780000          3993.65649651       7.25955625          
0.00783000          3993.58940343       7.32698160          
0.00786000          3993.52173084       7.39497513          
0.00789000          3993.45347400       7.46354158          
0.00792000          3993.38462813       7.53268568          
0.00795000          3993.31518841       7.60241223          
0.00798000          3993.24514998       7.67272606          
0.00801000          3993.17450794       7.74363204          
0.00804000          3993.10325734       7.81513508          
0.00807000          3993.03139320       7.88724013          
0.00810000          3992.95891048       7.95995217          
0.00813000          3992.88580412       8.03327623          
0.00816000          3992.81206900       8.10721738          
0.00819000          3992.73769996       8.18178074          
0.00822000          3992.66269180       8.25697144          
0.00825000          3992.58703928       8.33279468          
0.00828000          3992.51073711       8.40925570          
0.00831000          3992.43377995       8.48635978          
0.00834000          3992.35616243       8.56411222          
0.00837000          3992.27787911       8.64251840          
0.00840000          3992.19892453       8.72158370          
0.00843000          3992.11929317       8.80131360          
0.00846000          3992.03897947       8.88171356          
0.00849000          3991.95797782       8.96278914          
0.00852000          3991.87628256       9.04454590          
0.00855000          3991.79388798       9.12698948          
0.00858000          3991.71078834       9.21012554          
0.00861000          3991.62697784       9.29395980          
0.00864000          3991.54245061       9.37849802          
0.00867000          3991.45720077       9.46374601          
0.00870000          3991.37122236       9.54970962          
0.00873000          3991.28450939       9.63639476          
0.00876000          3991.19705581       9.72380736          
0.00879000          3991.10885551       9.81195343          
0.00882000          3991.01990235       9.90083901          
0.00885000          3990.93019013       9.99047020          
0.00888000          3990.83971259       10.08085313         
0.00891000          3990.74846343       10.17199399         
0.00894000          3990.65643628       10.26389903         
0.00897000          3990.56362474       10.35657453         
0.00900000          3990.47002234       10.45002683         
0.00903000          3990.37562255       10.54426232         
0.00906000          3990.28041881       10.63928746         
0.00909000          3990.18440449       10.73510871         
0.00912000          3990.08757290       10.83173265         
0.00915000          3989.98991730       10.92916585         
0.00918000          3989.89143089       11.02741497         
0.00921000          3989.79210683       11.12648671         
0.00924000          3989.69193821       11.22638782         
0.00927000          3989.59091805       11.32712513         
0.00930000          3989.48903933       11.42870548         
0.00933000          3989.38629496       11.53113581         
0.00936000          3989.28267782       11.63442307         
0.00939000          3989.17818068       11.73857431         
0.00942000          3989.07279630       11.84359660         
0.00945000          3988.96651735       11.94949710         
0.00948000          3988.85933645       12.05628298         
0.00951000          3988.75124615       12.16396151         
0.00954000          3988.64223895       12.27254001         
0.00957000          3988.53230728       12.38202583         
0.00960000          3988.42144351       12.49242642         
0.00963000          3988.30963995       12.60374925         
0.00966000          3988.19688883       12.71600187         
0.00969000          3988.08318235       12.82919189         
0.00972000          3987.96851261       12.94332698         
0.00975000          3987.85287167       13.05841486         
0.00978000          3987.73625150       13.17446332         
0.00981000          3987.61864402       13.29148021         
0.00984000          3987.50004108       13.40947344         
0.00987000          3987.38043448       13.52845098         
0.00990000          3987.25981591       13.64842087         
0.00993000          3987.13817704       13.76939121         
0.00996000          3987.01550943       13.89137016         
0.00999000          3986.89180461       14.01436595         
